,a,b,c,d,e,f,g,h
190,0.20650355248711683,0.6491607146206871,0.8458810313095594,0.004620194013988721,0.6261494956051952,0.8334966198155183,0.7321182399139834,0.21004145802954044
191,0.1184762014346088,0.07504230772271314,0.7934543111175474,0.9337223897174907,0.3784236946105012,0.45839850212932376,0.3675902564320559,0.022385646204173715
192,0.8528928041940481,0.9442325102928955,0.9937949874738387,0.44286205591417016,0.3403389475356293,0.7843264932876501,0.5970995698633473,0.13481651793414617
193,0.16512314579104137,0.42580344594850006,0.2903272456853625,0.9067637967417189,0.9418051808417447,0.8787449233704512,0.17573683005987406,0.35479450455332917
194,0.0657682186135542,0.9940641537976168,0.7589114665891739,0.14705556240709639,0.5764091574457766,0.749937959710547,0.6688723962388812,0.9249844627653984
195,0.7959447827651108,0.47480803706469865,0.402482359365816,0.3131558516963968,0.7322187601114846,0.5919827108377539,0.6411736519934487,0.27380110532985835
196,0.6402309537566525,0.41014894606217045,0.48577870140691415,0.05159053438835881,0.5839598196259265,0.12719693998596016,0.30060884643657204,0.060715391195352075
197,0.48305315790937875,0.4429534134530617,0.027439283032482553,0.5204595615091295,0.6122741001806369,0.6500886927840203,0.6083759818161253,0.5252840191998795
198,0.9535236579773969,0.8944565659192226,0.7541809279758256,0.11590511557980165,0.8339338851097904,0.32347087804193775,0.21656927326715147,0.5097443619566284
199,0.7900818232912272,0.9852026265021677,0.32600654423487596,0.18713071571731732,0.5074040443365959,0.05669927441022926,0.9163330909302171,0.9034248793051611
