"����","γ��","ҵ��ʱ��","��Ƭ��¼����","��·����","��γ��","�ϳ�վ��","ʵ��վ��"
114.062179,22.52205,2014-06-09 19:32:00,293243393,"68·","114.062179,22.52205",25,14
114.064613,22.551448,2014-06-09 19:53:00,293179595,"68·","114.064613,22.551448",20,20
114.035072,22.642606,2014-06-09 22:27:00,325227781,"68·","114.035072,22.642606",2,31
114.034934,22.642517,2014-06-09 19:47:00,327119070,"68·","114.034934,22.642517",2,31
114.061264,22.572517,2014-06-09 21:30:00,329518374,"68·","114.061264,22.572517",38,22
114.063217,22.5372,2014-06-09 19:41:00,326495717,"68·","114.063217,22.5372",21,15
113.937782,22.562282,2014-06-09 19:09:00,327413863,"68·","113.937782,22.562282",30,1
114.062416,22.568466,2014-06-09 20:11:00,660532649,"68·","114.062416,22.568466",0,37
113.940498,22.5569,2014-06-09 19:21:00,294656580,"68·","113.940498,22.5569",17,2
113.940635,22.541082,2014-06-09 19:30:00,251337144,"68·","113.940635,22.541082",6,3
114.062568,22.561532,2014-06-09 20:17:00,296208034,"68·","114.062568,22.561532",31,21
114.032264,22.632766,2014-06-09 20:46:00,292205286,"68·","114.032264,22.632766",10,30
114.061264,22.64895,2014-06-09 21:13:00,330836319,"68·","114.061264,22.64895",13,36
113.943214,22.5393,2014-06-09 19:10:00,322542895,"68·","113.943214,22.5393",29,4
113.943397,22.5393,2014-06-09 19:10:00,285081369,"68·","113.943397,22.5393",29,4
114.058334,22.519483,2014-06-09 19:44:00,296073461,"68·","114.058334,22.519483",25,14
114.071365,22.551134,2014-06-09 20:00:00,328260157,"68·","114.071365,22.551134",15,18
114.039367,22.6133,2014-06-09 20:22:00,294052440,"68·","114.039367,22.6133",14,29
114.06118,22.572782,2014-06-09 19:48:00,323463336,"68·","114.06118,22.572782",38,22
113.940483,22.547599,2014-06-09 21:05:00,700260871,"68·","113.940483,22.547599",6,3
114.035583,22.524682,2014-06-09 21:25:00,326734244,"68·","114.035583,22.524682",5,11
114.043212,22.520299,2014-06-09 21:28:00,321954877,"68·","114.043212,22.520299",8,12
114.048782,22.518083,2014-06-09 21:29:00,329821727,"68·","114.048782,22.518083",8,12
114.050651,22.518115,2014-06-09 20:59:00,326926337,"68·","114.050651,22.518115",8,12
114.063102,22.528633,2014-06-09 21:03:00,280774923,"68·","114.063102,22.528633",25,14
113.940498,22.545017,2014-06-09 20:17:00,323422987,"68·","113.940498,22.545017",6,3
113.943367,22.539266,2014-06-09 20:22:00,293499521,"68·","113.943367,22.539266",29,4
114.023628,22.531467,2014-06-09 20:35:00,327097085,"68·","114.023628,22.531467",26,9
114.101119,22.446382,2014-06-09 21:00:00,325216769,"68·","114.101119,22.446382",0,37
114.03376,22.627212,2014-06-09 20:32:00,293763700,"68·","114.03376,22.627212",10,30
114.059516,22.520067,2014-06-09 22:36:00,294241841,"68·","114.059516,22.520067",25,14
114.032096,22.630132,2014-06-09 20:15:00,327234405,"68·","114.032096,22.630132",10,30
114.04705,22.518934,2014-06-09 21:03:00,251161185,"68·","114.04705,22.518934",8,12
113.940383,22.555791,2014-06-09 21:48:00,327102600,"68·","113.940383,22.555791",17,2
114.055801,22.518667,2014-06-09 22:20:00,323004346,"68·","114.055801,22.518667",27,13
113.940452,22.549165,2014-06-09 20:36:00,293225946,"68·","113.940452,22.549165",6,3
114.063102,22.53725,2014-06-09 21:13:00,320151229,"68·","114.063102,22.53725",21,15
114.06948,22.551099,2014-06-09 21:24:00,290585302,"68·","114.06948,22.551099",37,19
114.03453,22.642534,2014-06-09 21:58:00,323911434,"68·","114.03453,22.642534",2,31
113.940483,22.549083,2014-06-09 19:34:00,322732293,"68·","113.940483,22.549083",6,3
113.94046,22.548236,2014-06-09 19:34:00,328723669,"68·","113.94046,22.548236",6,3
114.063247,22.528749,2014-06-09 20:11:00,294794329,"68·","114.063247,22.528749",25,14
113.94065,22.561216,2014-06-09 20:40:00,441175434,"68·","113.94065,22.561216",17,2
114.064224,22.537601,2014-06-09 21:24:00,322557713,"68·","114.064224,22.537601",21,15
114.045349,22.59885,2014-06-09 21:47:00,292237348,"68·","114.045349,22.59885",24,25
114.042137,22.639516,2014-06-09 19:03:00,20482131,"68·","114.042137,22.639516",2,31
